Distributor,Customer Name,City,Country,Latitude,Longitude,Channel,Sub-channel,Product Name,Product Class,Quantity,Price,Sales,Month,Year,Name of Sales Rep,Manager,Sales Team
Gerlach LLC ,Schulist LLC Pharmaceutical Limited,Neustadt am Rübenberge,Germany,52.5055,9.4636,Pharmacy,Institution,Flutacerol,Analgesics,10.0,745,7450.0,October,2020,Anne Wu,Britanny Bold,Delta
Gerlach LLC ,"Paucek, Keeling and Bruen Pharma Plc",Sankt Wendel,Germany,49.4667,7.1667,Hospital,Government,Dasagestin,Analgesics,3.0,386,1158.0,October,2020,Stella Given,Alisha Cordwell,Charlie
Koss   ,Balistreri-Watsica Pharma Plc,Siegen,Germany,50.8756,8.0167,Pharmacy,Institution,Hydroxyprosyn,Antibiotics,-15.0,220,-3300.0,October,2020,Alan Ray,James Goodwill,Alfa
Gerlach LLC ,Corkery-Kovacek Pharm,Kehl,Germany,48.5711,7.8089,Hospital,Private,Antaparin Varizyme,Mood Stabilizers,8.0,513,4104.0,October,2020,Daniel Gates,Alisha Cordwell,Charlie
Koss   ,"Denesik, Walter and Beatty ",Nordhorn,Germany,52.4333,7.0667,Pharmacy,Institution,Nevanide Actozide,Antibiotics,20.0,773,15460.0,October,2020,Abigail Thompson,Tracy Banks,Bravo
Koss   ,Schulist LLC Pharmaceutical Limited,Neustadt am Rübenberge,Germany,52.5055,9.4636,Pharmacy,Institution,Lansopril Acribax,Antipiretics,10.0,492,4920.0,October,2020,Sheila Stones,Britanny Bold,Delta
Koss   ,Botsford and Sons ,Marl,Germany,51.6667,7.1167,Hospital,Private,Travoloride,Antiseptics,60.0,785,47100.0,October,2020,Alan Ray,James Goodwill,Alfa
Koss   ,Beier PLC Pharm,Hückelhoven,Germany,51.0608,6.2197,Pharmacy,Institution,Acycnafine Microvate,Mood Stabilizers,24.0,658,15792.0,October,2020,Alan Ray,James Goodwill,Alfa
Gerlach LLC ,Nader-Gaylord Pharmacy,Backnang,Germany,48.9464,9.4306,Hospital,Private,Adriacaine,Mood Stabilizers,36.0,361,12996.0,October,2020,Jimmy Grey,Alisha Cordwell,Charlie
Erdman  ,Fritsch-Hauck Pharmaceutical Ltd,Fürth,Germany,49.4783,10.9903,Pharmacy,Retail,Ibrulinum,Antipiretics,10.0,190,1900.0,October,2020,Daniel Gates,Alisha Cordwell,Charlie
Koss   ,Kihn Group ,Kleve,Germany,51.79,6.14,Pharmacy,Institution,Atrabicin Alkerotec,Antiseptics,30.0,249,7470.0,October,2020,Sheila Stones,Britanny Bold,Delta
Erdman  ,Durgan-Rice Pharmacy,Dormagen,Germany,51.0964,6.84,Pharmacy,Institution,Sumanazole,Analgesics,5.0,529,2645.0,October,2020,Mary Gerrard,Britanny Bold,Delta
Gerlach LLC ,"Koch, Borer and Hagenes Pharmaceutical Ltd",Lauf,Germany,49.5103,11.2772,Hospital,Private,Hydroxyprosyn,Antibiotics,20.0,220,4400.0,October,2020,Morris Garcia,Tracy Banks,Bravo
Gerlach LLC ,Corkery-Kovacek Pharma Plc,Frankfurt,Germany,50.1136,8.6797,Pharmacy,Institution,Halcifergen Nevazone,Antimalarial,5.0,710,3550.0,October,2020,Jessica Smith,Britanny Bold,Delta
Koss   ,"Reinger, Kihn and Goyette Pharma Plc",Euskirchen,Germany,50.6597,6.7917,Pharmacy,Retail,Dantolac Pazocor,Analgesics,10.0,578,5780.0,October,2020,Jessica Smith,Britanny Bold,Delta
Koss   ,Weber Ltd Pharmaceutical Ltd,Merseburg,Germany,51.3544,11.9928,Hospital,Private,Novakyn Tracprox,Antiseptics,120.0,288,34560.0,October,2020,Erica Jones,James Goodwill,Alfa
Erdman  ,Gibson-Hill ,Troisdorf,Germany,50.8161,7.1556,Pharmacy,Retail,Exotropin Empizine,Mood Stabilizers,50.0,785,39250.0,October,2020,Abigail Thompson,Tracy Banks,Bravo
Koss   ,Homenick-Larson ,Lübbecke,Germany,52.3081,8.6231,Pharmacy,Institution,Apronazol,Antibiotics,48.0,472,22656.0,October,2020,Anne Wu,Britanny Bold,Delta
Gerlach LLC ,Cremin-Zemlak Pharmaceutical Limited,Cottbus,Germany,51.7606,14.3342,Pharmacy,Institution,Comzyme,Antibiotics,10.0,114,1140.0,October,2020,Jimmy Grey,Alisha Cordwell,Charlie
Koss   ,Cartwright-Fay Pharmaceutical Ltd,Wangen im Allgäu,Germany,47.6858,9.8342,Pharmacy,Retail,Kinenadryl,Antipiretics,10.0,782,7820.0,October,2020,Mary Gerrard,Britanny Bold,Delta
Koss   ,Miller-Satterfield Pharm,Heinsberg,Germany,51.0631,6.0964,Pharmacy,Institution,Brimorix Amonine,Antibiotics,28.0,398,11144.0,October,2020,Sheila Stones,Britanny Bold,Delta
Koss   ,Beier PLC ,Heidelberg,Germany,49.4122,8.71,Pharmacy,Retail,Ergomethate,Mood Stabilizers,20.0,604,12080.0,November,2017,Jessica Smith,Britanny Bold,Delta
Koss   ,Schaefer Group ,Olpe,Germany,51.0289,7.8514,Pharmacy,Institution,Asparathasone Unipan,Antibiotics,2.0,153,306.0,November,2017,Anne Wu,Britanny Bold,Delta
Koss   ,"Watsica, Larson and Labadie Pharma Plc",Husum,Germany,54.4769,9.0511,Hospital,Private,Amavirase,Antipiretics,20.0,487,9740.0,November,2017,Daniel Gates,Alisha Cordwell,Charlie
Gerlach LLC ,Schimmel-Waelchi Pharmaceutical Limited,Olching,Germany,48.2,11.3167,Pharmacy,Institution,Epzipitant,Analgesics,50.0,778,38900.0,November,2017,Stella Given,Alisha Cordwell,Charlie
Koss   ,Daugherty-Rempel Pharmaceutical Limited,Sigmaringen,Germany,48.0867,9.2164,Hospital,Private,Lioletine Refliruvax,Analgesics,420.0,435,182700.0,November,2017,Jessica Smith,Britanny Bold,Delta
Gerlach LLC ,Dach Ltd Pharma Plc,Karlsruhe,Germany,49.0167,8.4,Hospital,Private,Clindaracil,Analgesics,24.0,173,4152.0,November,2017,Abigail Thompson,Tracy Banks,Bravo
Erdman  ,Jakubowski Inc Pharma Plc,Tönisvorst,Germany,51.3208,6.4931,Hospital,Government,Propralamide Dexlanzolam,Mood Stabilizers,144.0,391,56304.0,November,2017,Stella Given,Alisha Cordwell,Charlie
Gerlach LLC ,Parisian Ltd Pharmacy,Hoyerswerda,Germany,51.4331,14.25,Hospital,Private,Amlominphen Dexanovate,Analgesics,20.0,119,2380.0,November,2017,Stella Given,Alisha Cordwell,Charlie
Gerlach LLC ,Crist Ltd Pharma Plc,Willich,Germany,51.2631,6.5492,Hospital,Government,Methiclotide,Antibiotics,216.0,458,98928.0,November,2017,Erica Jones,James Goodwill,Alfa
Erdman  ,Powlowski-Buckridge Pharmacy,Albstadt,Germany,48.2119,9.0239,Pharmacy,Retail,Pulmofine,Antibiotics,150.0,688,103200.0,November,2017,Sheila Stones,Britanny Bold,Delta
Gerlach LLC ,Reilly Ltd Pharma Plc,Königsbrunn,Germany,48.2689,10.8908,Hospital,Private,Claricriptine Adaferol,Antibiotics,10.0,33,330.0,November,2017,Thompson Crawford,James Goodwill,Alfa
Koss   ,"Kertzmann, Quitzon and Harris Pharmaceutical Limited",Forst,Germany,51.7333,14.6333,Pharmacy,Retail,Araxetine,Antibiotics,2.0,450,900.0,November,2017,Abigail Thompson,Tracy Banks,Bravo
Erdman  ,Sauer-Herzog Pharmacy,Winsen,Germany,53.3667,10.2167,Pharmacy,Retail,Propratecan,Antimalarial,-35.0,682,-23870.0,November,2017,Mary Gerrard,Britanny Bold,Delta
Erdman  ,Kozey-Schroeder Pharma Plc,Langenhagen,Germany,52.4394,9.74,Pharmacy,Retail,Adriafinil Ehtymara,Antiseptics,100.0,535,53500.0,November,2017,Stella Given,Alisha Cordwell,Charlie
Erdman  ,Yundt-Crona Pharm,Pinneberg,Germany,53.6591,9.8009,Hospital,Government,Feruprazole,Mood Stabilizers,10.0,115,1150.0,November,2017,Erica Jones,James Goodwill,Alfa
Koss   ,Daugherty-Rempel Pharm,Neu Isenburg,Germany,50.0558,8.6971,Hospital,Private,Alglutriptan,Analgesics,5.0,301,1505.0,November,2017,Abigail Thompson,Tracy Banks,Bravo
Gerlach LLC ,Hermiston and Sons Pharmaceutical Ltd,Geislingen an der Steige,Germany,48.6244,9.8306,Pharmacy,Retail,Decidenu Galantrigine,Antipiretics,10.0,590,5900.0,November,2017,Morris Garcia,Tracy Banks,Bravo
Koss   ,"Wisozk, Brekke and Bartoletti Pharmacy",Falkensee,Germany,52.5583,13.0917,Pharmacy,Institution,Asparathasone Unipan,Antibiotics,180.0,153,27540.0,November,2017,Mary Gerrard,Britanny Bold,Delta
Koss   ,Boyer and Sons ,Greifswald,Germany,54.0833,13.3833,Pharmacy,Institution,Proderal,Antiseptics,5.0,34,170.0,November,2017,Steve Pepple,Tracy Banks,Bravo
Gerlach LLC ,Kozey Ltd Pharma Plc,Griesheim,Germany,49.8594,8.5525,Pharmacy,Institution,Rebedase Aplencor,Mood Stabilizers,6.0,180,1080.0,November,2017,Daniel Gates,Alisha Cordwell,Charlie
Rohan and Sons  ,"Langworth, Olson and Satterfield Pharm",Tübingen,Germany,48.52,9.0556,Hospital,Private,Amavirase,Antipiretics,90.0,487,43830.0,November,2017,Stella Given,Alisha Cordwell,Charlie
Erdman  ,Lindgren-Simonis Pharmacy,Neumarkt,Germany,49.2833,11.4667,Hospital,Government,Kinerinex,Antiseptics,320.0,647,207040.0,November,2017,Anne Wu,Britanny Bold,Delta
Kozey-Emmerich ,"Will, McGlynn and Fritsch Pharmaceutical Ltd",Bitterfeld,Germany,51.6167,12.3167,Pharmacy,Retail,Proprabax,Analgesics,100.0,64,6400.0,November,2017,Jessica Smith,Britanny Bold,Delta
Erdman  ,Huels-Klein ,Peine,Germany,52.3203,10.2336,Pharmacy,Retail,Testant,Mood Stabilizers,50.0,488,24400.0,November,2017,Thompson Crawford,James Goodwill,Alfa
Gerlach LLC ,Barrows-Kohler Pharm,Hamburg,Germany,53.55,10.0,Hospital,Private,Ceretosine,Antiseptics,5.0,343,1715.0,November,2017,Abigail Thompson,Tracy Banks,Bravo
Gerlach LLC ,Hill-Daniel ,Derne,Germany,51.6667,7.6167,Hospital,Government,Pazofenac,Mood Stabilizers,20.0,123,2460.0,November,2017,Anne Wu,Britanny Bold,Delta
Nader-Gaylord  ,"Corkery, Trantow and Ferry Pharm",Hildesheim,Germany,52.15,9.95,Hospital,Private,Zithrotrol,Antiseptics,110.0,137,15070.0,November,2017,Abigail Thompson,Tracy Banks,Bravo
Gerlach LLC ,Smith Inc Pharmacy,Kirchheim unter Teck,Germany,48.6483,9.4511,Pharmacy,Institution,Ibruferon,Antiseptics,10.0,82,820.0,November,2017,Stella Given,Alisha Cordwell,Charlie
Koss   ,"Wunsch, Mills and Walter Pharm",Kempen,Germany,51.3658,6.4194,Pharmacy,Retail,Nisorase,Antibiotics,10.0,393,3930.0,November,2017,Mary Gerrard,Britanny Bold,Delta
Welch-Langworth ,Skiles-McKenzie Pharmacy,Dreieich,Germany,50.0189,8.6961,Hospital,Government,Eproline,Antibiotics,495.0,780,386100.0,November,2017,Steve Pepple,Tracy Banks,Bravo
Erdman  ,Herman-Koss Pharmaceutical Ltd,Gifhorn,Germany,52.4886,10.5464,Hospital,Private,Oxymotroban Fexoformin,Analgesics,40.0,458,18320.0,November,2017,Thompson Crawford,James Goodwill,Alfa
Erdman  ,"Casper, Hyatt and Jakubowski Pharmacy",Minden,Germany,52.2883,8.9167,Hospital,Government,Ceretosine,Antiseptics,486.0,343,166698.0,November,2017,Erica Jones,James Goodwill,Alfa
Gerlach LLC ,Roob PLC Pharmaceutical Limited,Frechen,Germany,50.9167,6.8167,Pharmacy,Retail,Amamadin,Antimalarial,9.0,713,6417.0,November,2017,Erica Jones,James Goodwill,Alfa
Erdman  ,Watsica-Kovacek Pharmacy,Hameln,Germany,52.1031,9.36,Pharmacy,Institution,Ciclonazol,Antiseptics,10.0,121,1210.0,November,2017,Thompson Crawford,James Goodwill,Alfa
Gerlach LLC ,"Spinka, Schowalter and Conn Pharma Plc",Emmendingen,Germany,48.1214,7.8492,Hospital,Government,Pazofenac,Mood Stabilizers,20.0,123,2460.0,November,2017,Morris Garcia,Tracy Banks,Bravo
Koss   ,Dach Ltd Pharm,Saarlouis,Germany,49.3167,6.75,Pharmacy,Retail,Sanctumine,Antimalarial,104.0,149,15496.0,November,2017,Stella Given,Alisha Cordwell,Charlie
Erdman  ,Barrows Inc Pharmaceutical Limited,Speyer,Germany,49.3194,8.4311,Pharmacy,Retail,Interzide,Antimalarial,5.0,420,2100.0,November,2017,Alan Ray,James Goodwill,Alfa
Gerlach LLC ,Lemke Ltd Pharma Plc,Leverkusen,Germany,51.0333,6.9833,Pharmacy,Retail,Adriacaine,Mood Stabilizers,5.0,361,1805.0,November,2017,Abigail Thompson,Tracy Banks,Bravo
Gerlach LLC ,Heller-Abernathy Pharmaceutical Limited,Siegburg,Germany,50.8014,7.2044,Hospital,Private,Aclonuma,Antimalarial,-47.0,474,-22278.0,November,2017,Mary Gerrard,Britanny Bold,Delta
Gerlach LLC ,"Brakus, Rempel and Harber Pharmacy",Fulda,Germany,50.5528,9.6775,Hospital,Private,Ibruferon,Antiseptics,20.0,82,1640.0,November,2017,Stella Given,Alisha Cordwell,Charlie
Gerlach LLC ,Breitenberg-Kuhn Pharma Plc,Cloppenburg,Germany,52.8478,8.0439,Pharmacy,Retail,Panpion,Antiseptics,14.0,692,9688.0,November,2017,Daniel Gates,Alisha Cordwell,Charlie
Koss   ,Paucek PLC ,Espelkamp,Germany,52.3772,8.6328,Pharmacy,Retail,Metapatch,Antipiretics,70.0,438,30660.0,November,2017,Alan Ray,James Goodwill,Alfa
Koss   ,"Romaguera, Moen and Hagenes Pharmacy",Castrop-Rauxel,Germany,51.55,7.3167,Hospital,Government,Abtasol,Antiseptics,50.0,754,37700.0,November,2017,Sheila Stones,Britanny Bold,Delta
Gerlach LLC ,"Herman, Rice and Rippin Pharm",Annaberg-Buchholz,Germany,50.58,13.0022,Pharmacy,Institution,Requimadin,Antimalarial,50.0,408,20400.0,November,2017,Erica Jones,James Goodwill,Alfa
Koss   ,"Balistreri, Torp and Gulgowski ",Bietigheim-Bissingen,Germany,48.9667,9.1333,Hospital,Private,Apromin,Antiseptics,20.0,375,7500.0,November,2017,Steve Pepple,Tracy Banks,Bravo
Gleason   ,Funk and Sons Pharm,Gießen,Germany,50.5833,8.6667,Pharmacy,Institution,Diaxolol,Antiseptics,60.0,765,45900.0,November,2017,Morris Garcia,Tracy Banks,Bravo
Koss   ,Wolff Group Pharmaceutical Ltd,Alsdorf,Germany,50.8744,6.1615,Hospital,Private,Choriogestrel,Antiseptics,24.0,347,8328.0,November,2017,Stella Given,Alisha Cordwell,Charlie
Rohan and Sons  ,Balistreri Group Pharm,Böblingen,Germany,48.6833,9.0,Hospital,Government,Symbisine Prednimadin,Mood Stabilizers,200.0,304,60800.0,November,2017,Jimmy Grey,Alisha Cordwell,Charlie
Gerlach LLC ,Feest-Roob Pharmaceutical Limited,Osterode,Germany,51.7286,10.2522,Pharmacy,Institution,Stelazolid,Antimalarial,20.0,73,1460.0,November,2017,Erica Jones,James Goodwill,Alfa
Gerlach LLC ,Huels-Klein Pharmaceutical Ltd,Helmstedt,Germany,52.2281,11.0106,Pharmacy,Retail,Primapion,Antibiotics,2.0,492,984.0,November,2017,Alan Ray,James Goodwill,Alfa
Gerlach LLC ,Schulist-Zulauf ,Erfurt,Germany,50.9787,11.0328,Pharmacy,Institution,Presetron,Mood Stabilizers,35.0,216,7560.0,November,2017,Mary Gerrard,Britanny Bold,Delta
Gerlach LLC ,"Steuber, Hills and Botsford Pharma Plc",Schmallenberg,Germany,51.1333,8.3,Pharmacy,Institution,Zithrotrol,Antiseptics,2.0,137,274.0,November,2018,Jimmy Grey,Alisha Cordwell,Charlie
Kozey-Emmerich ,Walsh-Brown Pharma Plc,Osnabrück,Germany,52.2789,8.0431,Pharmacy,Retail,Ranediol,Antibiotics,100.0,401,40100.0,November,2018,Abigail Thompson,Tracy Banks,Bravo
Koss   ,Erdman PLC Pharma Plc,Freital,Germany,51.0167,13.65,Hospital,Private,Temasone Thiobucil,Antimalarial,40.0,482,19280.0,November,2018,Steve Pepple,Tracy Banks,Bravo
Gerlach LLC ,Rutherford and Sons Pharm,Meppen,Germany,52.6906,7.291,Hospital,Government,Effidomide Evofribrate,Antiseptics,30.0,612,18360.0,November,2018,Abigail Thompson,Tracy Banks,Bravo
Koss   ,Block-Romaguera Pharmacy,Werl,Germany,51.5528,7.9139,Hospital,Private,Amavirase,Antipiretics,10.0,487,4870.0,November,2018,Daniel Gates,Alisha Cordwell,Charlie
Gerlach LLC ,Barrows Inc Pharmaceutical Limited,Speyer,Germany,49.3194,8.4311,Pharmacy,Retail,Diazemid Felcept,Analgesics,5.0,613,3065.0,November,2018,Jimmy Grey,Alisha Cordwell,Charlie
Daugherty-Rempel  ,Ward Group Pharm,Mönchengladbach,Germany,51.2,6.4333,Hospital,Private,Diaxolol,Antiseptics,36.0,765,27540.0,November,2018,Alan Ray,James Goodwill,Alfa
Koss   ,Crist Inc Pharmaceutical Ltd,Völklingen,Germany,49.25,6.8333,Hospital,Government,Magnemunex,Antiseptics,20.0,689,13780.0,November,2018,Jimmy Grey,Alisha Cordwell,Charlie
Erdman  ,Ritchie-Rodriguez Pharmacy,Herford,Germany,52.1146,8.6734,Pharmacy,Retail,Lovavatol Azelavarix,Mood Stabilizers,5.0,106,530.0,November,2018,Jimmy Grey,Alisha Cordwell,Charlie
Gerlach LLC ,Predovic LLC Pharmaceutical Limited,Ingelheim,Germany,49.9747,8.0564,Pharmacy,Institution,Apronazol,Antibiotics,20.0,472,9440.0,November,2018,Abigail Thompson,Tracy Banks,Bravo
Gerlach LLC ,"Gerhold, Mills and Effertz Pharma Plc",Stadthagen,Germany,52.3247,9.2069,Hospital,Private,Topitaine,Mood Stabilizers,5.0,517,2585.0,November,2018,Abigail Thompson,Tracy Banks,Bravo
Gerlach LLC ,"Kuphal, Herzog and Purdy ",Berlin,Germany,52.5167,13.3833,Hospital,Government,Quiniprosyn,Antiseptics,985.0,445,438325.0,November,2018,Alan Ray,James Goodwill,Alfa
Gerlach LLC ,"Cormier, Dietrich and Zulauf Pharmacy",Riesa,Germany,51.3081,13.2939,Pharmacy,Institution,Relenvice,Antimalarial,30.0,459,13770.0,November,2018,Mary Gerrard,Britanny Bold,Delta
Gerlach LLC ,"Erdman, Senger and Oberbrunner Pharmacy",Straubing,Germany,48.8772,12.5758,Pharmacy,Retail,Tracdomide,Antipiretics,2.0,548,1096.0,November,2018,Mary Gerrard,Britanny Bold,Delta
Koss   ,Roob PLC Pharm,Weiterstadt,Germany,49.9,8.6,Hospital,Government,Symbiroban,Antibiotics,5.0,122,610.0,November,2018,Daniel Gates,Alisha Cordwell,Charlie
Gerlach LLC ,McDermott Group Pharmaceutical Ltd,Lindau,Germany,47.5458,9.6839,Pharmacy,Institution,Abobozolid,Antimalarial,46.0,75,3450.0,November,2018,Alan Ray,James Goodwill,Alfa
Gerlach LLC ,"Beahan, Littel and Ondricka ",Memmingen,Germany,47.9878,10.1811,Pharmacy,Institution,Bexridol,Antipiretics,42.0,80,3360.0,November,2018,Jimmy Grey,Alisha Cordwell,Charlie
Koss   ,Pfeffer-Hodkiewicz Pharm,Pulheim,Germany,51.0,6.8,Pharmacy,Retail,Clinicilin Pentozone,Antimalarial,5.0,112,560.0,November,2018,Thompson Crawford,James Goodwill,Alfa
Welch-Langworth ,"Bogan, Jacobs and Kris Pharmaceutical Ltd",Heppenheim,Germany,49.6415,8.645,Hospital,Government,Hemavate Spirolinum,Mood Stabilizers,7.0,210,1470.0,November,2018,Erica Jones,James Goodwill,Alfa
Koss   ,Ondricka Ltd Pharmaceutical Ltd,Bamberg,Germany,49.8917,10.8917,Pharmacy,Institution,Ampinonide,Antimalarial,300.0,248,74400.0,November,2018,Stella Given,Alisha Cordwell,Charlie
Koss   ,Abernathy Group ,Horb am Neckar,Germany,48.445,8.6911,Hospital,Government,Topifribrate,Analgesics,10.0,621,6210.0,November,2018,Daniel Gates,Alisha Cordwell,Charlie
Gerlach LLC ,Kutch-Marks Pharma Plc,Koblenz,Germany,50.3597,7.5978,Hospital,Government,Trazozaprine,Mood Stabilizers,30.0,708,21240.0,November,2018,Alan Ray,James Goodwill,Alfa
Gerlach LLC ,Schaden-Hirthe ,Kaiserslautern,Germany,49.4447,7.7689,Pharmacy,Institution,Ibruferon,Antiseptics,10.0,82,820.0,November,2018,Steve Pepple,Tracy Banks,Bravo
Gerlach LLC ,"Gerhold, Mills and Effertz ",Ansbach,Germany,49.3,10.5833,Hospital,Government,Symbisine Prednimadin,Mood Stabilizers,50.0,304,15200.0,November,2018,Thompson Crawford,James Goodwill,Alfa
Koss   ,Kozey-Schroeder Pharma Plc,Langenhagen,Germany,52.4394,9.74,Pharmacy,Retail,Zonixamine Immulinum,Analgesics,7.0,298,2086.0,November,2018,Thompson Crawford,James Goodwill,Alfa
Gerlach LLC ,"Bogan, Jacobs and Kris Pharmaceutical Limited",Wetzlar,Germany,50.5667,8.5,Pharmacy,Institution,Rebedase Aplencor,Mood Stabilizers,5.0,180,900.0,November,2018,Stella Given,Alisha Cordwell,Charlie
Koss   ,McDermott Inc Pharma Plc,Staßfurt,Germany,51.8667,11.5667,Pharmacy,Retail,Zonixamine Immulinum,Analgesics,6.0,298,1788.0,November,2018,Erica Jones,James Goodwill,Alfa
Gerlach LLC ,"Kuphal, D'Amore and Bode Pharmacy",Wesseling,Germany,50.8207,6.9786,Hospital,Government,Morphizolid Tianalin,Mood Stabilizers,6.0,742,4452.0,November,2018,Stella Given,Alisha Cordwell,Charlie
Gerlach LLC ,Murray PLC Pharma Plc,Reinbek,Germany,53.5089,10.2483,Hospital,Private,Cordamectin Actolamin,Antipiretics,228.0,367,83676.0,November,2018,Abigail Thompson,Tracy Banks,Bravo
Koss   ,"Hills, Stroman and Ernser Pharmaceutical Ltd",Zittau,Germany,50.8961,14.8072,Pharmacy,Institution,Argalazine Abostryl,Antipiretics,5.0,628,3140.0,November,2018,Jessica Smith,Britanny Bold,Delta
Koss   ,Kozey-Schroeder Pharm,Heiligenhaus,Germany,51.3265,6.971,Hospital,Private,Dexacilin Triline,Analgesics,54.0,129,6966.0,November,2018,Sheila Stones,Britanny Bold,Delta
Koss   ,Corkery-Kovacek Pharm,Kehl,Germany,48.5711,7.8089,Hospital,Private,Magneprex,Antimalarial,20.0,187,3740.0,November,2018,Anne Wu,Britanny Bold,Delta
Gerlach LLC ,Bosco-Marquardt Pharmaceutical Limited,Brandenburg,Germany,52.4117,12.5561,Hospital,Government,Acubulin,Antipiretics,20.0,490,9800.0,November,2018,Mary Gerrard,Britanny Bold,Delta
Koss   ,White Inc Pharmacy,Bad Homburg,Germany,50.2292,8.6105,Hospital,Government,Pulmogen Alitora,Antiseptics,100.0,647,64700.0,November,2018,Jessica Smith,Britanny Bold,Delta
Koss   ,"Kirlin, Hamill and Dickinson Pharmaceutical Limited",Pirna,Germany,50.9622,13.9403,Hospital,Private,Aquamycin Lacoran,Analgesics,1.0,345,345.0,November,2018,Anne Wu,Britanny Bold,Delta
Gerlach LLC ,Harris-Conroy Pharm,Oelde,Germany,51.8258,8.1436,Pharmacy,Retail,Sumanazole,Analgesics,50.0,529,26450.0,November,2018,Morris Garcia,Tracy Banks,Bravo
Gerlach LLC ,McKenzie-Zemlak Pharm,Rheinbach,Germany,50.6256,6.9491,Pharmacy,Institution,Cyclovital,Antimalarial,3.0,677,2031.0,November,2018,Daniel Gates,Alisha Cordwell,Charlie
Koss   ,Gerlach LLC Pharma Plc,Torgau,Germany,51.5603,13.0056,Hospital,Private,Immurenol Temarate,Antipiretics,20.0,303,6060.0,November,2018,Erica Jones,James Goodwill,Alfa
Gerlach LLC ,Kreiger Inc ,Burgdorf,Germany,52.45,10.0083,Pharmacy,Retail,Alimmethate Insudase,Analgesics,10.0,624,6240.0,November,2018,Jimmy Grey,Alisha Cordwell,Charlie
Koss   ,Mraz-Kutch Pharma Plc,Butzbach,Germany,50.4367,8.6622,Pharmacy,Retail,Aggrakine,Antiseptics,-8.0,47,-376.0,November,2019,Jimmy Grey,Alisha Cordwell,Charlie
Erdman  ,Boyer and Sons ,Greifswald,Germany,54.0833,13.3833,Pharmacy,Institution,Adrecetam Barazoxane,Antimalarial,170.0,24,4080.0,November,2019,Alan Ray,James Goodwill,Alfa
Gerlach LLC ,Collins-Schmidt Pharmaceutical Limited,Bretten,Germany,49.0364,8.7061,Pharmacy,Institution,Aprerase,Antipiretics,2.0,726,1452.0,November,2019,Abigail Thompson,Tracy Banks,Bravo
Gerlach LLC ,"Daniel, Baumbach and Nitzsche ",Steinheim am Main,Germany,50.1257,8.83,Hospital,Private,Novakyn Tracprox,Antiseptics,10.0,288,2880.0,November,2019,Morris Garcia,Tracy Banks,Bravo
Koss   ,Dach PLC Pharm,Mainz,Germany,50.0,8.2711,Pharmacy,Institution,Atomorelin,Analgesics,30.0,555,16650.0,November,2019,Erica Jones,James Goodwill,Alfa
Koss   ,"Roob, Ernser and Kub Pharmacy",Göttingen,Germany,51.5339,9.9356,Pharmacy,Retail,Fentatrol Rapatelase,Antibiotics,20.0,458,9160.0,November,2019,Daniel Gates,Alisha Cordwell,Charlie
Koss   ,Gottlieb-Cruickshank Pharm,Schwabach,Germany,49.3292,11.0208,Pharmacy,Retail,Biotasol Siloderm,Antiseptics,135.0,373,50355.0,November,2019,Mary Gerrard,Britanny Bold,Delta
Koss   ,Barrows-Kohler Pharma Plc,Coesfeld,Germany,51.9458,7.1675,Pharmacy,Retail,Antaparin Varizyme,Mood Stabilizers,15.0,513,7695.0,November,2019,Mary Gerrard,Britanny Bold,Delta
Gerlach LLC ,Purdy Ltd Pharm,Korbach,Germany,51.2719,8.8731,Pharmacy,Retail,Alglutriptan,Analgesics,40.0,301,12040.0,November,2019,Stella Given,Alisha Cordwell,Charlie
